doc_id,clean_text,Sentiment
219,"Another forgettable Marvel film, story is the same old but this time it's the asian version, I think the biggest issue is it's too long or else some of the action were good.",negative
220,"I am not a Marvel fan and SImi liu was my least favourite character in ""Kims Convenience"" but I still liked the film. The first half is very well paced and quite entertaining. Though the building bamboo fight was done way better years ago by Jackie Chan in Rush hour. The second half however drags towards the end especially the dragon fight. We have seen dragon fights before and there was nothing original or exciting in this one, you just wanted the thing to end. Still worth a theatre watch for the bus fight,Tony Leung and Awkafina.",negative
221,"It was typical marvel canon fodder. But that's not a bad thing. Its not ground breaking for the mcu. I think they mixed in iron fist elements, which I thought was tight. But otherwise it was like able characters, comedy, nice action and typical marvel stuff.",negative
222,"Story beats we've seen a thousand times before, and sort of a bare-bones narrative structure. From a visual effects point-of view, however, it is a masterpiece, and the fight choreography is nearly on par with ""The Raid."" Also, why does every comic book superhero have daddy issues?",neutral
223,Don't believe the hype this movie was just as good as black widow....which is not good at all.,negative
224,"If you liked: Jackie Chan films Bruce Lee films Doctor Strange

Note: as I always say Marvel and DC films can really only be compared to one another, within their own segment of the movie industry. But even if I were to compare ""Shang-Chi"" to any other film, it would have been a 9/10.

A perfect Marvel movie. Trust me, I've watched all 25 of them and the only Marvel films that come close to the richness of story, character development and sheer epicness of Shang-Chi are Doctor Strange, Thor Ragnarok and the last two Avengers. The film perfectly balances story and character development with action scenes so that throughout the whole two hours you never get tired of neither. There are no unnecessary filler scenes, there aren't any 40-min long scenes explaining the childhood background of the main character you sometimes see in such films; the flashbacks of the past are smartly intertwined as short clips within the overarching main story. The fights are absolutely amazing, obviously inspired by Jackie Chan and Bruce Lee moves (with a pinch of Kill Bill). The story is as deep and as personal as it can get for a Marvel film (honestly better than most drama films nowadays); and some scenes are as epic and vast as the final battles in Endgame or the last Hobbit movie. This is what Mulan and Raya should have looked like. And the great thing is that it doesn't rely on any of the previous Marvel movies whatsoever - a fully standalone project with completely new characters.

You must watch it in a theater if you can.",positive
225,"They certainly picked the right director for this film; he seemed to understand that this script has a plot with too many generic elements and characters that are just serviceable. So, he really put forth the effort to craft stunningly choreographed, smoothly filmed action sequences that kept me more than engaged.

Additionally, this movie has some refreshing bursts of imagination throughout, including introducing us to the Marvel land of pokémon.

It's certainly better than Black Widow.",positive
226,,positive
227,"I know Disney and Marvel are linked, but it really did feel more like a Disney movie to me, a live action alternative to a Pixar animation. It's good, a nice origin story, but seemed quite soft. The main bad guy was good, his guys not so good. The main characters were all very good, some story elements not so good. I'll probably see it again, and might well enjoy it more next time.",positive
228,"All marvel movies recently have been the same, same formula same template same type of comedy same type of scenes...this is something new and it was actually fresh. Visuals r also great.",positive
229,,positive
230,"The film has some of the most engaging fight scenes of any Marvel movie that came before, courtesy of the late Brad Allan (Kingsman). They feel so fluid, stylish and clear. It was perfect.

The Asian representation is also a welcome addition to the Marvel Universe. They've done it successfully before with African Culture in Black Panther and here, it's just as good. Who knows what this might bring to the Comic Book Genre in the future? Maybe we could get a proper Cassandra Cain and Lady Shiva adaptation?

Unfortunately, the comedy here is bad, though not as bad as Black Widow. There is one moment though, where the comedy ends up being the worst in the MCU. On a plane, Shang Chi recalls his past to Katy and we are treated to engaging flashbacks. The drama and emotion are there.......and then the stewardess interrupts them by asking if they want either vegetarian or beef, killing the mood completely. It's those moments that I hate the most in the entire MCU that kill off any potential drama, moments like Gamora kicking Starlord in Avengers Endgame, the destruction of Asgard being played for laughs in Thor Ragnarok, etc.

The pacing is kind of slow.

The character development is also a problem as we don't really see enough development of Shang-Chi himself, as he's sidelined in favor of Katy or Shang-Chi's sister. He does get some development but it's not enough.

On the positive side though, the acting is good, it's well cast, it's well shot, and we finally got an actual Mandarin but that's about it.",negative
231,"Just an 80's kung-fu flick jazzed up for 2021. More reminders of the 'horrible racism"" that exists, because America is the only Country that's had a problem with that...herp derp.",neutral
232,"Right from the start I realised that the plot structure and storyline was very standard and repetitive. It's seen in many other action/superhero films. But as the action kicked in, I was still invested. It's a very fast paced movie with some new action sequences we haven't seen in the mcu yet, as well as some good comedic moments. The choreography for the action is one of the best I've seen in a long time. Very long cuts show all the action without quick cuts after every move someone takes. It's also a very beautiful film I thought in terms of scenery and colours. Music was also great, epic score and some killer songs. Definitely check out the soundtrack. But as the film entered its long third act, the ending was very underwhelming. We are being thrown at with so much stuff in a short period of time, so the reveals of some things and actions aren't as interesting as they should of been. But the film has opened up even more possibilities for what's to come in the mcu timeline, so make sure to stay for those credits scenes. But even someone who hasn't seen any or a few mcu films can watch this as it's a good standalone film. They may not understand a few things that characters talk about regarding previous events but I could assume that they'd still be invested. Overall, a solid entry for our new character Shang-Chi in the mcu, as well as having some awesome action, funny moments and eye popping miss en scene.",negative
233,"This movie's biggest strength is the action. It is so well choreographed and so well captured in camera that it is unlike any movie I've seen. That aside, the characters are solid and give depth to the family dynamic at the heart of the story. Where it fumbles is in the third act that feels like it contrasts a lot that it tried to set up in order to have an over the top fantastical element to the show. Overall very enjoyable and is probably the most appealing Marvel movie since Black Panther.",negative
234,"This had so much potential that got sadly wasted.

The few fight scenes in the first half were better in quality compared to the usual Marvel quick cut edited ones. They were mildly reminiscent of the Matrix fights( The intro to the Shangchi theme music even sounded suspiciously similar to Furious Angels from Matrix Reloaded and made me miss the Matrix films more)

However, anything positive about the film ends in the first half only with the second half culminating in a bloated CGI mess that is the hallmark of almost all Marvel movies. In fact, between Shangchi and Black Widow, I'd say the latter featured much better visual effects which would have looked better on the big screen than this. Shangchi would have been a more apt as a direct to video release.)

It didn't also help that the lead actor was a complete void of charisma.

Honestly, I am just going to watch some Jackie Chan movies now to now to help deal with the kung fu cravings this movie initiated in me but failed to deliver.",negative
235,"Not gonna lie I had fewer expectations; but since it's marvel studios, things turned out to be a lot better than I expected. Action sequences with martial arts are enjoyable and jaw-dropping. The cinematography, camera work, editing, and BGM are impressive so are the performances. Though not much of an exceptional storyline but will keep you invested throughout. Highly recommended and a great reason to get back to the theatre again! ❤",negative
236,,positive
237,"Shang-Chi and the Legend of the Seven Rings tells the story of a young man named Xu Shang-Chi who has to confront his past after confronting an organization run by his dad, Xu Wenwu. After obtaining the Ten Rings, Wenwu is given immortality and the power to overthrow governments through different times, but he falls in love with a woman from the village in a magical forest. After Shang-Chi's mom's death, Wenwu wants to find a way to revive her in the village, but Shang-Chi and his sister need to stop him and his army from causing further destruction.

As soon as I saw the trailer, I knew that Shang-Chi was a film I had to see. Everything in the film was right up my alley. Martial Arts, dragons, other strange creatures, cool visuals and magic. The fact that this was a Marvel film did not really cross my mind. This looked like the perfect kind of movie see on the big screen. How does it stack up to the other Marvel films?

The story to Shang-Chi is pretty typical when it comes to adventure films like this. What makes it work is that it focuses on building the characters throughout the film and giving the right balance of action and development for the film. It also helps that there is less humor here than in most Marvel films. It takes itself much more seriously as the origin story of Shang-Chi. That being said, the comedic moments here are really funny. They are perfectly timed for the most part and they are clever. The pacing is pretty solid too. It is not too fast nor too slow. The world-building is more vast than I thought it would be. There are creatures, powers, weapons and magic everywhere here as well as a magical forest. It all fits in nicely to the story. My only complaint about the story is that Xialing could have used more development or screen time. She has less to do than the other main characters and I really wanted to know more about her and how she built the underground fighting ring. Overall, the story is good.

The performances are great and they elevate the characters. You can tell how excited Simu Liu was for this movie. He shows his passion in every scene he is in. Not only does he do great with the dialogue and the reactions, but he is a great fighter too. He was perfect for the role and he came off as a very natural protagonist who just wants to reunite with his family, but do the right thing. Shang-Chi is also a good character because he learned to be a good fighter without the rings, but not to the point where he was invincible. The movie also has Awkwafina as Katy who is a fun addition that adds some lighthearted scenes for a rather dark film while still being part of the action and getting serious when she needs to. Meng'er Zhang as Xialing is quite good as well. She comes of as incredibly powerful as she commands every scene she is in. Her backstory is pretty tragic with how her father treated her. I really want to see more from her in future MCU projects because her running an underground fight club is one of the most interesting parts about this movie.

Then there is Tony Leung as Shang-Chi's father, also the villain. While I still think Kilmonger and Vulture are the best MCU villains, Xu Wenwu makes for a great villain. He is one of those villains who definitely needs to be stopped and you root for the protagonists over, but you can also stop and sympathize with him. He legitimately loved his family and he started to become destructive after a tragedy in the family. It also helps that he thinks he is bringing the family together when he is actually tearing it apart further, adding an extra element of sympathy or tragedy to his character. Leung's performance makes Wenwu's character so human that I was actually rooting for him to turn good by the end of the film. He makes him not just the leader of the Ten Rings, but as a normal father raising his kids with his wife. These moments show why it is important to give villains depth in their motivations and backgrounds and it is why Wenwu makes for one of the better MCU villains.

The visuals in this movie are insane. This is easily the best looking Marvel film by a long shot. It has some stunning and inventive cinematography as well as some great special effects. What really got me excited were the awesome action scenes in the film. There are plenty of martial arts fights here and they have great stunt work and camerawork making them so fun to watch. The power of the Seven Rings looks really cool and made the fights even more fun to watch. And then the climax came and gave me what I wanted... I will not say much, but it is one of the most exciting fights in the MCU. This movie also has an incredibly memorable and catchy musical theme. It is easily the best score in a Marvel film.

Shang-Chi and the Legend of the Seven Rings is really good. I think even people who do not like Marvel would get into this film. Not only does it have the best visuals and action of a Marvel film, but it also has a really good story with some likable and relatable characters.

As usual with a Marvel film, stay through the credits.",negative
238,"A bit drawn out with lots of flashbacks.

What's with those 10 rings? There's never any backstory.

Nice fight scenes and liked the creature at the end.",positive
239,"I actually enjoy the movie I didn't hate it or love it, it has a few to many slow parts for my personal like I was extremely hype to see it got there started off amazingly got to the beginning of the middle and the middle of the middle of the movie it was just to many dry/slow parts at that point for me lucky that's when they hit with the dragon eyes and the Mandarin saves at that point for me just enough to give me a little more energy to stay up I was dozing off lmao I actually love the layers of his father to me it seemed more of his story then his story and how the lost of his wife actually is the reason why he did what he did and to show no matter how much you battle you conquer destroy take over Love is All powerful and even the most powerful individuals are weak when it comes to love and can be easily manipulated when it comes to love I dislike the father at first until you see his reason behind it then you actually hurt for him because he wants his wife so bad to the point some things he refused to see because he wants his with that bad, and it actually outshine his son backstory the ending of the movie most definitely save the movie to me because it was action but not enough action to me it should have been a lot more action the movie seem to be slightly rush in some area the end credits mmm to be blunt the first end credit should have been last and the last end credit should have been first I love the empowerment of women it should have been done better they touched on their culture very well with the daughter and sons one not look at the same as the other and I love how they made effort to touch on the Urban culture as well with the music buuuuut a lil overkill for the most part I give it a 7 because it just takes you out around the middle a little to much the slow/dry parts was to much not enough action and I wouldn't pay my money again to go back and look at it again but I will buy it, when it comes out in 4k but only if it's on sale I couldn't get in to it like I wanted to I would say go out and see it very amazing movie.",negative
240,"Disney and Marvel have gotten to the point in their collaboration that much of their projects together seem to look and feel exactly the same. Every time a new movie in the Marvel Cinematic Universe comes out, it seems like each filmmaker has to prove that their project is more than just another superhero movie. Luckily, the MCU's newest offering, SHANG-CHI AND THE LEGEND OF THE TEN RINGS, stands on its own as a quality action film with some of the best stunt-work and visual effects of the year. The movie is not perfect, and contains some trite ""superhero"" storytelling elements that Disney movies often rely on, but director/writer Destin Daniel Cretton's clear talent behind the camera transforms every average scene into a larger-than-life sequence with high stakes for characters that are easy to invest in.

The first act of the film admittedly plays out similar to many mainstream ""hero's journey"" tales -- an average joe (Shang-Chi) turns out to have a more-than-average calling and must return to his past in order to keep his father from doing evil things that might cause many innocent casualties. It seems like a combination of ideas that have all been done before. The movie is at its weakest when it sets itself up to be as interesting as the concept of the plot, but for SHANG-CHI, the gold is in the execution of this storyline.

Firstly, the characters are interesting from the very start of the movie to the end, so despite the clichés the audience still cares about what happens to every character, including the fantastic villains. The comedic relief is also on point throughout, and the characters all feel personable and colorful due to the life that each actor puts into their performances. Simi Liu as Shang-Chi is a star in the making, similar to Chris Evans' turn in the first Captain America film, and casting directors all over Hollywood will likely have him near the top of their call lists after this. The performance of the film for me, however, is Tony Leung as Shang-Chi's father and the primary villain. Leung plays one of the most lived-in and memorable MCU villains since Erik Killmonger -- it is impossible not to feel sympathy for him even though it's clear that he has some serious issues with how he is dealing with his inner demons.

At the end of the day, I believe SHANG-CHI will truly be remembered for the technical mastery put into the action sequences. Only time will tell if this statement remains to be true, but it struck me while watching: this film contains the most well-filmed action sequences of any live-action Marvel movie thus far. A high-stakes fight scene on a bus about 20-30 minutes into the movie made me realize that the filmmakers weren't messing around with their action: the stunt choreography is phenomenal, the visual effects and cinematography are stunning, and the action set pieces are inventive and pay homage to great Asian cinema of the past. The final 30 minutes of SHANG-CHI involve one large final battle, and it ranks as one of my favorite final fight scenes in the MCU along with Avengers: Endgame and Infinity War.

SHANG-CHI AND THE LEGEND OF THE TEN RINGS is not perfect, especially for those looking for a complete reinvention of what it means to be a superhero movie. It adheres to many of the standards that have already been set up for the genre, but it does so in such a stylish and sleek way that it is difficult not to smile during much of the film. Cretton does a fantastic job helming this movie in a way that sets it apart from the projects that came before it, and ends up crafting the Avatar: The Last Airbender movie that I wish we had. Superhero movies may be running out of ideas, but if they continue to be crafted this well, then we should expect to see plenty more where this came from.

B+",negative
241,,positive
242,Everything about this movie was amazing!! If you haven't watched. Watch. Now. My only problem is that they didn't really use that many characters that were hyped up. Such as the death dealer and the abomination.,negative
243,"I Love Shang-Chi!, This is Amazing Marvel Superhero Asian Movie, The Ten Ring Reference Showing in Iron Man 1,2 and 3, Marvel One Shot & Ant-Man, Mandiri Character was Amazing has Previously on Iron Man 3, And Visual Fighting So Awesome!! (Also Including Abomination & Wong)

Rating: 9/10.",positive
244,"Very enjoyable addition to the Marvel Franchise.

The lead actors are excellent and the storyline picks up pace.

I particularly like the US action sequences.

Sequel looks primed....",positive
245,"It's unbelievably unbelievable that Marvel went over the top with the chinese culture fantasy myth even tho it is too much even for the asian community. Nevertheless I will appreciate it and absorb it because the fight scenes are visually stunning and the choreography was exceptional. Fantastic VFX, SFX and CGI you can see all the details on Imax. My only issue is the execution of the good Dragon - it's too Raya the Last Dragon meaning it's too Disney more than MCU vibe. Also, I wish I didn't watch all the too many trailers of the movie cuz you lose the surprise. The 2 post credits tho - it's fun and insane!",negative
246,This has to be a test. Anyone that is praising this movie either has the intelligence of a 12 year old or is a complete slappie shill. The movie isn't offensively bad but it plays like it was written by a child. Silly and shallow. A far cry from epic Marvel.,negative
247,"A -BIG- Screen Mini Review. Viewed Sept. 05, 2021.

______________________________________________________

Katy : ""That's fine...... you can just explain on the plane"". { This is said by her to Shaun a.k.a Shang-Chi, marking a ""sudden and unexpected"" twist of events }.

______________________________________________________

1. "" So -{ MANY }- Upsides : ""Crouching Tiger, Hidden MARVEL"" { Gosh . . . . where do I even start❓} "" : Ang Lee's circa 2000 quasi-mystical Martial arts spectacular is the -Very- first film that came to my mind whilst watching a certain beautifully -{ ' Atmospheric ' }- segment of the opening-act of 'Shang-Chi And The Legend Of The Ten Rings' ( ""Shang Chi"" for short ) . . . . you'll know it -Immediately- upon seeing it . . . . featuring the ""ever-amazing"" Malaysian Mega Star Michelle Yeoh ; who of course was one of the -Principal- characters in 'Crouching Tiger, Hidden Dragon', -As well- . { FYI : this is by no means intended to be a spoiler ; -several- of the movie's -official- teasers & trailers 'gallantly' feature the said scene, albeit briefly }. And what's more ...( trailers also )... if you're someone with 'even the slightest bit' of true passion for all things within the realm of sheer cinematic -{ FANTASY 🌠 }- , then you'll be absolutely -delighted- to know that Shang Chi -Also- has a distinct 'Harry Potter' aspect to it . . . & if even -that's- not enough for you . . . Then, get this, its got a 'full-blown dollop of Narnia' thrown in there for good measure, at that. To be -Really- honest, it felt a bit disorienting , -At First- , seeing all ""those types of elements"" in an 'MCU' ( 'Marvel Cinematic Universe' ) picture, but then I suddenly realized that 'Infinity War' -And- 'Endgame' both -Very- prominently feature, well ...{ a walking, -""Talking""- demolition derby of a, err, -""Raccoon""- }... in them, & I began to feel at home again, pretty darn quick.

2. "" There -Is- One 'Stark' Downside, Alas . . . . The MCU has had -{ WAY }- Too Much ""Muddled & Obfuscatory"" Messaging Vis-a-vis 'The Ten Rings', Over The Years "" : In 2008's -superbly- received { and completely -iconic- } 'Ironman', which is where we were all introduced to the bespoke militant organization, ( 'TTR' for short ), for the -Very- first time . . . . there is an ""Explicit And Unequivocal"" reference to the film's ( initial ) setting as being sometime within the USA's long 'War In Afghanistan', ( where the -Official- state religion is Islam ). Hence, by -{ EXTENSION 💡 }- , there is the correspondingly ""Glaring"", ( although tad more ""Implicit"" ), suggestion that TTR is . . . . . { from the immediately apparent ethnic backgrounds of the mostly Urdu & Arabic speaking members portrayed, to the group's visually -Distinctive- flag, right down to the undeniably frightening 'Imminent-Beheading' type video featuring a thoroughly bruised & bloodied Tony Stark as its centerpiece ( all too reminiscent of the -Horribly- tragic & bloodcurdling news stories that we've been, sadly, accustomed to reading about, hearing about and watching over the years ) } . . . . . 'yet another' archetypal, classic ""Islamist-fundamentalist"" type group. When in fact, as is -Strongly- conveyed to us in -This- particular picture, ( beginning all the way with the trailers itself ), that this is simply -{ Not }- the case. The said militant group does, of course, turn out to be, ( at its very 'Core' ), & by way of, this, its Origins-Story ; ""Not Arab Or Middle Eastern -At All-"" , but in fact . . . . -{ "" 100% CHINESE "" }- . Certainly very confusing, -especially- for the majority of us, who -haven't- read any 'Mandarin vs. Shang-Chi' comics . . . . Go Figure 🤷‍♂️ 🤔 .

"" Final Analysis "" : -{ If }- you can get yourself to basically -Overlook- the aforementioned, & ""Legitimate Inconsistencies"" pertaining to Marvel's cinematic representation of its Ten Rings Organization, then . . . . -Yes- , for the most part at least, you -{ Should }- believe all the ""Rave Reviews"" that this 'Utter Delight Of A Movie' has -already- garnered, 'Globally'. A -Huge- Shoutout to its 'rookie' ( -relatively speaking- ) Director 'Destin Daniel Cretton', who""s been able to achieve this feat with, get this, just his -""5th""- Directorial-venture . . . Ever 👏 . What started as a humble yet impassioned little comic book effort about 10 very magical, & { Phenomenally Empowered Alien ""MAKLUAN"" Rings } . . . By the ""Truly-Legendary"" Stan Lee & Don Heck in Feb. 1964 ( ""Tales Of Suspense, No.50"" ) . . . Has now become the supremely enthralling ""Fresh New Face"" of Marvel's 'BOLD NEW ERA' { that started with 'Phase Four' }. The film's 'Star' is newcomer Simu Liu, whose portrayal of the outwardly nerdy-seeming yet immensely likeable 'Shaun' works wonderfully { not to mention all his ( "" Super 😉 "" )-impressive Kung Fu skills, of course }, with his ever-jocular best companion 'Katy', ( Awkwafina ), showing an absolute -ton- of heart, courage, & most of all, -{ "" Fierce "" }- Loyalty, throughout. Tony Leung, Meng'er Zhang, Fala Chen, Michelle Yeoh, & of course Shang-Chi's Big, Fun, ""Open-Surprise"" .....the 'one & only' Ben Kingsley.... perform their respective roles with -{ "" Panache "" }- . So, all told, it's going to be "" A Completely Charmed, Fiery 9.50 Marks Out 10 From Me . . . . ROCK ON, MARVEL 👊 🔥❗"" .",positive
248,"I had a good time watching the movie, i thought it was a little slow at times and that created some pacing issues for me but it wasnt anything to bad. I thought there were some things they could've done better but overall the movie was enjoyable to watch.",negative
249,"Not bad, but not great. It was kinda like a Spider-Man movie, really. Action packed. Story was just OK. No one's winning an Oscar for the acting or the writing. They kinda mocked how ridiculous the story is at the end, which was cool tho.

Actors didn't really sell it for me because most of it was CGI (really excellent CGI) so nobody ever looked like they were in any ACTUAL danger. In fact, everyone doing ""dangerous"" scenes looked pretty clearly like they were just acting concerned on demand, like background extras do. Fun to watch, but I could've waited for TV, honestly.",negative
250,,positive
251,"I'm super happy to say that Marvels newest movie outing, ""Shang-Chi and the Legend of the Ten Rings"", is a hilarious, action packed, CGI thrill ride and it's a fantastic one at that. After seeing ""Black Widow"" I was worried that Marvel/Disney had started shifting their focus to their very ambitious TV mini series projects and left the quality of their movies behind. I'm now confident that isn't the case. Here, sets, visuals, costumes, choreography, score, acting and directing are all top notch. Each shot feels fresh and visually stunning. Each joke and emotion land. And the action is amazing. The first big set piece involving Shang-Chi (Simu Liu) and his best friend (awkwafina), is a bus ride to work gone horribly wrong, it hooks you instantly and has you either in awe with its incredible fight choreography or laughing at the perfectly timed jokes. It really doesn't let up in either category going forward. I can't believe how much I loved the pairing of these characters, their choice to not make it romantic and I love how different and real they feel from other characters in the MCU. Often Marvels problem has been their reliance on the same personality traits for their heroes, funny jerks with over confidence or bumbling idiots thrust into power. Here the main character is naturally a good person, hes comfortable with being himself and with his best friend, when power comes to him he accepts, he never truly stops being him, he doesn't have to learn a lesson, he just rolls with the punches. Almost all of this goes to actor Simu Liu who brings an extra dose of likability to the role, along with the chemistry he shares with Awkwafina which makes their friendship believable. There's even great references, cameos and credit scenes for the fans looking for that. Of course there are problems, the biggest is the big CGI slug fest ending that plagues these types of films, when all it truly needed to do was be smaller. It's a mess of CGI at times and feels a little too big and too rushed. Characters just instantly know and understand things and accept everything with ease. It is easy to over look all this, with how much fun you'll have.",negative
252,This movie was start to finish pure entertainment and it did not disappoint. Beautiful choreography and visually stunning. O and that ending wow it was like a dance of visual effects almost mind-numbingly Beautiful like a trance hats off to everyone involved in this 100% pure entertainment.,negative
253,"Shang-Chi and the Legend of the Ten Rings is the new installment in the Marvel Cinematic Universe. It stars Simu Liu as his first lead role, slings with Akwafina, Michelle Yeoh, and the great Tony Leung.

Ricky Gervais has said it clearly before: Actors nowadays do adventure fantasy nonsense, their job isn't acting but going to the gym and taking steroids.

Shang-Chi is nothing but an ""adventure fantasy nonsense"". It features some of the most ridiculous scenes in the MCU and some awkward green-screen scenes.

Simu Liu is Shang-Chi, who has a rivalry with his father (Tony Leung). Actors here don't do a bad job, but you don't really feel for the character Shang-Chi.

Tony Leung is a master of acting. It's a shame we dont get more dramatic scenes with him. Awkwafina and Ben Kingsley's characters are the comic relief characters, which, every Marvel movie needs apparently.

A major bragging point of the MCU movies is how they don't feel like a MCU film. But when you have ridiculous moments like those in Shang-Chi, it doesn't always work that well.",negative
254,,positive
255,They definitely went all out with it ... freaking beautiful.,positive
256,"I have low expectation for this one but this movie proved I am wrong. This movie exceed my expectations in all aspect. They got great heart-touching story, funny moments (a lot of funny scene. I can hear people laugh here and there. I love how Awkwafina can be both funny and beautiful at the same time, I became her fans in this movie), great costumes, moral of the story, etc.

This is only my personal opinion but I think the MC is kinda flat in personality. I can't really sympathy with him. The sidekicks in this story have more interesting background or personality (for ex. Katy, the little sister/xiangling, the father) than the MC.

The only downside that really disappointing is the final battle because they overuse CGI and the CGI looks like a cheap budget movie. The best fighting scene they have is the fight in the bus.",negative
257,"Good action, great visuals but slow story and weak villian.",positive
258,Amazing. My favorite marvel movie so far. Great choreography and acting. Perfect cast and non stop fun.,positive
259,"As a Chinese person living in Australia, watching Shang Chi was an uncomfortable experience. Not unexpectedly, they resorted to the tired tropes of king fu/martial arts and Eastern mysticism as if that is all Chinese culture is about. Unlike Black Panther, where they envisioned a futuristic African kingdom, Shang Chi would not be out of place in 15th-century China. It is exasperatingly unimaginative and reductive. If they were to apply the same treatment to the white heroes of the Marvel universe, we would be watching either a Western or a bunch of heroes/villains who are supremely adept at colonizing new territories, subjugating their local populace and stealing their wealth. Instead of the diversity and inclusivity that they might have intended, this feels more like opportunism/tokenism disguised as benevolence. Disney, do better.",negative
260,"The Good- This film blends all of it's genres in very nicely. It is one part martial arts. One part family drama and one part fantasy. One of the things the MCU is good at is telling stories from different genres and making them fit within the universe and this film does exactly that. This has some of the best fight sequences within the MCU. The dynamic between Shang Chi and Awkwafina's character has a very nice dynamic between the two and really play of each other. All of the characters play a part into the story and none of them really feel pushed to the side. The Villain is also one of the better ones we have in the MCU as he has these conflicting values and we see both his good and bad side. It also isn't very predictable to see what he is going to do next. Finally the director feels like they were given a lot more freedom than usual inside MCU films because of how the story is told there hasn't been many films that have been told in this sort of style or tackling these sort of issues. This movie feels like a significant film into the MCU and moving forward in the MCU which was one of my issues with 'Black Widow'. Overall it delivered everything you want from an MCU film plus some new stuff which I enjoyed.

The Mixed- The humour made me laugh and I found some of it funny. But there is a lot of forced MCU humour. If you are one of them people who are tired from the quick one liners we have in the MCU then this movie is going to frustrate you.

The Bad- One of the biggest problems is the MCU template in the sense that it has to have all these jokes, a massive CGI battle at the end and has to tie into the MCU in different ways. Some of the humour works in the moment but others just fell so forced.

Overall Thoughts- Overall 'Shang Chi' is a exciting mix of the MCU, martial arts, family genre and fantasy. I loved the martial arts aspect but you can tell the MCU formula trying to cheapen the experience a little bit. However put it all together you get yet another MCU film that knows what's coming next. Yet not quite a top teir MCU movie. Overall I'm going to give Shang Chi a 8/10.",negative
261,"The first thing that jumps out at you here is how uneven the acting is compared to the usual Marvel movies. Actors alternate between overacting, pathos and subdued attempts at coolness. Add the usual Marvel style self-referential wink wink humor, and the obligatory 30 minute CGI showdown with purple light themed villains and monster (for the... 15th time now?), and you end up with a jarring, nauseating tonal mess of a movie.

It's the same movie over and over again, same exact story beats, same pacing, same style soundtrack, same jokes, same trashy special effects laden battle at the end.

They tried to gimmick things up with Kung Fu here (because that's apparently what Disney think people want to see in movies with an Asian cast), but you've seen it all before dozens of times, and better at that. The martial arts fight in public transport has been done to death (recently quite well in ""Nobody"", but also in Marvel films like Captain Marvel), and in general the fights pale against movies like Matrix, John Wick or any Jackie Chan classic.

The reality is that Marvel movies feel dated and played out, with nowhere to go except from one CGI battle to the next. Maybe Marvel would be better off switching to a series format, because the movies are just reheated microwave dinners at this point.

Save your money for something original.",negative
262,"Marvel does a lot right, and a good fight scene is one of them. But this movie had battles and characters that are only available in the context of this new world and this story. Despite a ""classic"" and somewhat cliche story it brought me a lot of joy. Classics are classic for a reason right? Cliches are powerful in the right light. Also the post credit scenes! Yes! Marvelllllll you did it again.",positive
263,"Film is great overrall, same story we all know but the way it told is engaging and emotional, first thing i loved in this movie is action sequence, every action scene is so damn good. The soundtrack is amazing. The characters are well written, even a smaller role is kinda memorable, vfx is great but not in high standards in final climax, its not that messy but notable, there are two credits scenes dont miss that. It does what it meant to do(entertainment). Cant wait for further mcu movies.",negative
264,"Shang-Chi is definitely not marvel's best film as with most marvel orgin stories but should be a welcome and very likeable character in the MCU

The good.

The action was amazing and beautiful choreography The editing was flawless and was shot excellently Simu Liu and Awkwafina presented likeable character The world building

The decent

.The villain could have been more fleshed out The story wasnt the greatest The acting was....there

Overall I would say the story started out great and slowly crawled it's way to the finish line

Good movie but once again not marvel's best.",positive
